,AGE,Bill_Sep,Bill_Aug,Bill_Jul,Bill_Jun,Bill_May,Bill_Apr,Pay_Sep,Pay_Aug,Pay_Jul,Pay_Jun,Pay_May,Pay_Apr
5302,29,37.0,117.0,0.0,148.0,140.0,364.0,80.0,0.0,148.0,0.0,228.0,7.0
5303,29,2444.0,2566.0,3064.0,3760.0,2012.0,420.0,166.0,584.0,806.0,0.0,230.0,482.0
5304,38,4.0,23.0,534.0,526.0,424.0,336.0,23.0,540.0,529.0,427.0,337.0,99.0
5305,31,14414.0,14286.0,10883.0,10691.0,10227.0,10463.0,524.0,400.0,400.0,328.0,360.0,360.0
5306,31,15155.0,15289.0,10983.0,10949.0,6737.0,6705.0,602.0,441.0,441.0,281.0,321.0,416.0
5307,24,522.0,6349.0,6232.0,3926.0,3962.0,4039.0,6200.0,200.0,200.0,141.0,200.0,160.0
5308,35,2083.0,2208.0,2236.0,2225.0,2252.0,2464.0,200.0,104.0,88.0,84.0,267.0,68.0
5309,38,5336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5310,31,3401.0,1980.0,2017.0,2063.0,31.0,0.0,73.0,92.0,120.0,31.0,0.0,0.0
5311,46,1231.0,1555.0,1045.0,1165.0,1211.0,1221.0,401.0,1.0,200.0,120.0,80.0,40.0
5312,24,728.0,1061.0,519.0,550.0,576.0,663.0,593.0,40.0,40.0,40.0,120.0,40.0
5313,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5314,27,0.0,0.0,0.0,0.0,48.0,3379.0,0.0,0.0,0.0,48.0,3379.0,126.0
5315,28,1505.0,1547.0,1631.0,1671.0,1700.0,1734.0,60.0,104.0,60.0,56.0,56.0,60.0
5316,26,425.0,466.0,505.0,616.0,666.0,650.0,60.0,60.0,120.0,60.0,0.0,120.0
5317,23,12.0,-3.0,-3.0,-11.0,-19.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0
5318,33,460.0,355.0,143.0,62.0,318.0,432.0,355.0,143.0,62.0,318.0,160.0,80.0
5319,60,463.0,494.0,540.0,507.0,520.0,538.0,64.0,80.0,0.0,40.0,40.0,40.0
5320,30,35.0,100.0,77.0,39.0,39.0,48.0,100.0,77.0,39.0,40.0,48.0,43.0
5321,26,137.0,677.0,92.0,249.0,89.0,417.0,678.0,0.0,249.0,0.0,417.0,0.0
5322,34,686.0,675.0,692.0,721.0,734.0,747.0,12.0,40.0,40.0,40.0,40.0,40.0
5323,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5324,38,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5325,45,23.0,0.0,99.0,0.0,54.0,40.0,0.0,99.0,0.0,54.0,40.0,0.0
5326,32,157.0,115.0,188.0,135.0,103.0,324.0,115.0,189.0,136.0,104.0,325.0,99.0
5327,28,1504.0,1560.0,1602.0,1643.0,1697.0,1748.0,80.0,80.0,80.0,80.0,80.0,80.0
5328,30,27.0,105.0,39.0,58.0,41.0,35.0,105.0,39.0,58.0,41.0,35.0,35.0
5329,41,247.0,296.0,313.0,89.0,159.0,146.0,297.0,314.0,89.0,195.0,146.0,109.0
5330,42,1914.0,1970.0,2015.0,376.0,384.0,392.0,87.0,92.0,13.0,14.0,14.0,14.0
5331,52,343.0,402.0,423.0,440.0,447.0,479.0,64.0,40.0,24.0,20.0,40.0,20.0
5332,22,739.0,760.0,799.0,803.0,812.0,812.0,56.0,52.0,28.0,32.0,40.0,40.0
5333,31,19392.0,19011.0,19420.0,19552.0,20029.0,20476.0,760.0,801.0,800.0,800.0,802.0,679.0
5334,25,3200.0,3150.0,3069.0,2815.0,2580.0,2068.0,120.0,108.0,92.0,100.0,80.0,56.0
5335,38,797.0,866.0,138.0,4.0,38.0,5.0,166.0,140.0,40.0,40.0,8.0,36.0
5336,31,1072.0,1134.0,3450.0,1134.0,1143.0,936.0,80.0,64.0,24.0,40.0,19.0,0.0
5337,31,1825.0,1767.0,1170.0,568.0,599.0,628.0,98.0,84.0,40.0,40.0,40.0,40.0
5338,25,66.0,66.0,66.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
5339,41,2879.0,2949.0,2985.0,2903.0,3089.0,3151.0,140.0,112.0,120.0,240.0,120.0,80.0
5340,48,3200.0,3217.0,3203.0,1177.0,1168.0,1147.0,140.0,140.0,48.0,48.0,44.0,41.0
5341,48,31.0,0.0,16.0,22.0,43.0,22.0,0.0,16.0,22.0,43.0,0.0,31.0
5342,27,3164.0,3145.0,3028.0,1855.0,1847.0,1645.0,128.0,0.0,72.0,85.0,64.0,60.0
5343,31,405.0,408.0,364.0,371.0,385.0,341.0,120.0,0.0,12.0,18.0,60.0,80.0
5344,41,421.0,77.0,1019.0,671.0,798.0,787.0,78.0,1021.0,191.0,302.0,787.0,225.0
5345,28,2043.0,1841.0,1831.0,1867.0,1907.0,2031.0,0.0,126.0,67.0,70.0,156.0,0.0
5346,23,4018.0,4160.0,4178.0,1752.0,1777.0,1810.0,218.0,168.0,72.0,71.0,80.0,67.0
5347,34,3071.0,2312.0,2747.0,812.0,1113.0,1745.0,1590.0,600.0,480.0,400.0,800.0,216.0
5348,28,8205.0,8482.0,9018.0,4677.0,4641.0,4560.0,399.0,770.0,0.0,340.0,0.0,320.0
5349,23,3218.0,3130.0,2643.0,2030.0,2060.0,2025.0,1.0,85.0,144.0,64.0,1.0,72.0
5350,24,488.0,516.0,569.0,574.0,646.0,651.0,49.0,61.0,27.0,87.0,22.0,0.0
5351,36,1013.0,273.0,117.0,-14.0,1554.0,0.0,275.0,117.0,0.0,1568.0,0.0,0.0
5352,48,313.0,290.0,17.0,0.0,34.0,17.0,17.0,0.0,0.0,34.0,17.0,47.0
5353,39,-0.0,177.0,15.0,131.0,0.0,0.0,177.0,15.0,148.0,0.0,0.0,0.0
5354,27,6413.0,6548.0,6684.0,6828.0,6972.0,7120.0,188.0,192.0,200.0,200.0,208.0,164.0
5355,37,2308.0,2346.0,2390.0,2424.0,2154.0,2184.0,112.0,120.0,112.0,84.0,85.0,84.0
5356,34,76.0,43.0,30.0,0.0,75.0,75.0,43.0,30.0,0.0,75.0,75.0,25.0
5357,27,81.0,47.0,52.0,32.0,164.0,47.0,80.0,100.0,0.0,164.0,48.0,200.0
5358,30,2987.0,2542.0,2645.0,2337.0,2905.0,2671.0,120.0,400.0,400.0,806.0,470.0,27.0
5359,33,5609.0,5630.0,5597.0,5633.0,5597.0,5556.0,208.0,200.0,200.0,200.0,200.0,240.0
5360,26,582.0,611.0,665.0,666.0,695.0,723.0,50.0,64.0,24.0,40.0,40.0,40.0
5361,34,5275.0,5338.0,5371.0,5451.0,5547.0,4755.0,200.0,200.0,200.0,200.0,200.0,160.0
5362,23,1330.0,1328.0,1350.0,933.0,951.0,673.0,240.0,200.0,121.0,201.0,200.0,200.0
5363,52,304.0,346.0,0.0,1220.0,47.0,0.0,347.0,0.0,1220.0,47.0,0.0,32.0
5364,30,2847.0,2885.0,3068.0,3186.0,3203.0,3186.0,108.0,232.0,192.0,72.0,40.0,112.0
5365,55,1822.0,1655.0,1662.0,520.0,649.0,598.0,79.0,74.0,17.0,200.0,23.0,27.0
5366,29,833.0,808.0,798.0,761.0,769.0,591.0,0.0,52.0,20.0,103.0,200.0,8.0
5367,40,262.0,376.0,739.0,41.0,197.0,310.0,377.0,563.0,0.0,198.0,311.0,957.0
5368,44,1560.0,1605.0,1649.0,1688.0,1789.0,1761.0,76.0,76.0,72.0,128.0,0.0,80.0
5369,44,6786.0,6950.0,7109.0,7205.0,7377.0,7533.0,320.0,320.0,260.0,280.0,288.0,220.0
5370,44,120.0,238.0,148.0,573.0,596.0,267.0,239.0,148.0,574.0,596.0,268.0,1039.0
5371,40,289.0,279.0,355.0,344.0,332.0,370.0,0.0,81.0,0.0,0.0,43.0,40.0
5372,29,739.0,839.0,702.0,712.0,74.0,82.0,121.0,40.0,82.0,74.0,83.0,253.0
5373,33,5500.0,5081.0,4833.0,4488.0,4416.0,4535.0,244.0,168.0,168.0,168.0,200.0,168.0
5374,30,1310.0,1352.0,1253.0,1296.0,1326.0,1360.0,64.0,80.0,60.0,48.0,53.0,100.0
5375,28,924.0,465.0,342.0,183.0,191.0,478.0,480.0,344.0,184.0,192.0,480.0,148.0
5376,28,799.0,1091.0,793.0,961.0,1097.0,1168.0,320.0,132.0,200.0,260.0,400.0,800.0
5377,41,434.0,667.0,522.0,378.0,455.0,522.0,400.0,140.0,0.0,200.0,200.0,200.0
5378,26,5785.0,5858.0,4905.0,2988.0,3061.0,3058.0,268.0,151.0,108.0,120.0,120.0,112.0
5379,44,5746.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,200.0
5380,23,707.0,744.0,778.0,772.0,719.0,713.0,60.0,60.0,40.0,40.0,40.0,40.0
5381,24,16.0,0.0,27.0,-4.0,113.0,0.0,0.0,27.0,0.0,118.0,0.0,0.0
5382,38,1540.0,1475.0,1519.0,1446.0,1477.0,1507.0,120.0,80.0,60.0,60.0,60.0,80.0
5383,25,668.0,737.0,714.0,690.0,711.0,721.0,92.0,0.0,0.0,32.0,28.0,32.0
5384,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5385,48,43.0,287.0,259.0,301.0,122.0,60.0,306.0,0.0,301.0,122.0,60.0,44.0
5386,44,-2.0,1051.0,1055.0,300.0,206.0,0.0,1052.0,1059.0,300.0,206.0,0.0,510.0
5387,23,87.0,592.0,833.0,472.0,57.0,0.0,600.0,812.0,380.0,57.0,0.0,0.0
5388,24,288.0,337.0,368.0,392.0,40.0,0.0,60.0,40.0,24.0,40.0,0.0,0.0
5389,35,3008.0,3118.0,2995.0,2911.0,2818.0,2760.0,160.0,160.0,200.0,160.0,120.0,160.0
5390,37,6285.0,6664.0,6735.0,6567.0,6761.0,6883.0,540.0,240.0,0.0,300.0,240.0,160.0
5391,38,4710.0,4805.0,4789.0,4722.0,4827.0,4820.0,233.0,227.0,170.0,178.0,179.0,166.0
5392,28,759.0,827.0,933.0,998.0,976.0,1089.0,80.0,120.0,80.0,0.0,136.0,0.0
5393,24,31.0,16.0,299.0,0.0,72.0,41.0,16.0,299.0,0.0,72.0,0.0,0.0
5394,29,94.0,573.0,526.0,157.0,78.0,39.0,600.0,160.0,160.0,0.0,40.0,40.0
5395,52,111.0,904.0,30.0,280.0,0.0,174.0,904.0,30.0,280.0,0.0,174.0,42.0
5396,39,101.0,0.0,115.0,78.0,50.0,107.0,528.0,115.0,78.0,50.0,107.0,50.0
5397,55,9419.0,8657.0,8134.0,4691.0,1544.0,1136.0,440.0,344.0,200.0,76.0,38.0,100.0
5398,27,515.0,575.0,554.0,561.0,594.0,579.0,80.0,0.0,28.0,48.0,0.0,55.0
5399,25,89.0,639.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0
5400,49,1116.0,359.0,15409.0,15642.0,0.0,6.0,359.0,15409.0,313.0,0.0,6.0,15.0
5401,58,291.0,1136.0,526.0,266.0,283.0,186.0,1149.0,583.0,1.0,285.0,187.0,125.0
5402,34,1942.0,1880.0,617.0,409.0,365.0,329.0,103.0,80.0,20.0,18.0,20.0,20.0
5403,31,122.0,4510.0,4515.0,4448.0,4461.0,4494.0,4480.0,240.0,180.0,180.0,200.0,180.0
5404,36,960.0,1069.0,1078.0,1048.0,1119.0,1095.0,138.0,38.0,0.0,88.0,0.0,36.0
5405,27,123.0,320.0,348.0,382.0,416.0,443.0,200.0,40.0,40.0,40.0,40.0,56.0
5406,25,1755.0,1802.0,1798.0,1626.0,1637.0,1606.0,88.0,80.0,80.0,80.0,120.0,120.0
5407,48,9246.0,9559.0,9751.0,10016.0,208.0,-15.0,480.0,400.0,290.0,209.0,0.0,57.0
5408,33,2087.0,1564.0,1582.0,1582.0,1609.0,1642.0,80.0,80.0,60.0,80.0,88.0,80.0
5409,45,1167.0,600.0,600.0,0.0,600.0,0.0,40.0,600.0,0.0,600.0,0.0,0.0
5410,43,28.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
5411,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5412,49,971.0,939.0,932.0,902.0,783.0,809.0,60.0,60.0,86.0,0.0,40.0,40.0
5413,23,2463.0,2491.0,58.0,25.0,43.0,25.0,114.0,58.0,25.0,43.0,25.0,35.0
5414,44,9425.0,7880.0,7952.0,7497.0,7094.0,7220.0,307.0,260.0,222.0,201.0,203.0,214.0
5415,67,176.0,106.0,101.0,73.0,100.0,145.0,107.0,102.0,73.0,100.0,145.0,124.0
5416,38,1189.0,1217.0,1062.0,1091.0,1118.0,1138.0,80.0,80.0,60.0,60.0,60.0,60.0
5417,31,11946.0,11880.0,12130.0,12116.0,12166.0,11998.0,520.0,520.0,440.0,444.0,440.0,640.0
5418,50,7265.0,7311.0,7231.0,5654.0,5683.0,5668.0,361.0,245.0,194.0,200.0,205.0,200.0
5419,47,1191.0,1232.0,1169.0,1187.0,1173.0,1123.0,72.0,0.0,48.0,40.0,42.0,36.0
5420,36,72.0,379.0,2423.0,2320.0,383.0,3.0,382.0,2401.0,201.0,202.0,200.0,120.0
5421,41,2098.0,837.0,605.0,499.0,277.0,242.0,460.0,120.0,160.0,50.0,244.0,0.0
5422,25,1271.0,1330.0,1388.0,1445.0,1535.0,1575.0,80.0,80.0,80.0,120.0,72.0,80.0
5423,27,156.0,16.0,37.0,239.0,80.0,57.0,16.0,37.0,239.0,80.0,57.0,146.0
5424,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5425,58,0.0,9.0,76.0,0.0,0.0,217.0,9.0,76.0,0.0,0.0,217.0,280.0
5426,49,501.0,365.0,48.0,8.0,48.0,448.0,365.0,48.0,8.0,48.0,448.0,1174.0
5427,50,1417.0,1558.0,1453.0,902.0,921.0,939.0,278.0,0.0,40.0,40.0,40.0,40.0
5428,42,703.0,788.0,732.0,730.0,682.0,670.0,127.0,0.0,51.0,0.0,30.0,28.0
5429,40,3399.0,3400.0,3399.0,3185.0,3175.0,3245.0,131.0,117.0,112.0,114.0,122.0,98.0
5430,40,953.0,910.0,849.0,728.0,717.0,736.0,80.0,80.0,80.0,100.0,120.0,160.0
5431,26,5635.0,5476.0,5625.0,3139.0,1939.0,2020.0,326.0,320.0,160.0,77.0,120.0,120.0
5432,28,3108.0,783.0,881.0,2301.0,2358.0,2432.0,80.0,112.0,1440.0,100.0,120.0,200.0
5433,26,681.0,148.0,201.0,236.0,165.0,690.0,148.0,201.0,236.0,165.0,690.0,169.0
5434,45,1507.0,1107.0,721.0,68.0,-0.0,116.0,61.0,201.0,268.0,0.0,116.0,12.0
5435,41,7559.0,7622.0,7597.0,7617.0,7177.0,7332.0,284.0,481.0,243.0,236.0,236.0,220.0
5436,41,-8.0,-8.0,64.0,217.0,0.0,0.0,0.0,72.0,217.0,0.0,0.0,0.0
5437,33,6122.0,6245.0,6400.0,6457.0,6536.0,6689.0,280.0,320.0,280.0,240.0,320.0,280.0
5438,34,3142.0,2275.0,2310.0,2348.0,2249.0,2419.0,84.0,84.0,84.0,84.0,220.0,208.0
5439,42,1135.0,1106.0,1160.0,1178.0,1108.0,1131.0,0.0,80.0,40.0,0.0,40.0,40.0
5440,39,881.0,963.0,975.0,987.0,1025.0,1061.0,96.0,40.0,40.0,60.0,60.0,60.0
5441,42,727.0,318.0,464.0,403.0,203.0,163.0,382.0,465.0,403.0,203.0,163.0,48.0
5442,30,7014.0,6147.0,4409.0,1879.0,1162.0,804.0,372.0,117.0,600.0,45.0,24.0,0.0
5443,53,111.0,44.0,856.0,840.0,840.0,0.0,48.0,840.0,0.0,0.0,0.0,0.0
5444,47,7687.0,7509.0,7586.0,7419.0,7574.0,7725.0,0.0,260.0,0.0,260.0,261.0,270.0
5445,40,604.0,657.0,686.0,705.0,714.0,728.0,63.0,52.0,31.0,26.0,26.0,32.0
5446,36,689.0,702.0,732.0,764.0,88.0,0.0,36.0,48.0,40.0,4.0,0.0,0.0
5447,29,856.0,713.0,7762.0,7800.0,7712.0,7133.0,40.0,7762.0,261.0,280.0,280.0,400.0
5448,49,1910.0,1946.0,355.0,362.0,369.0,377.0,91.0,60.0,13.0,13.0,13.0,20.0
5449,57,12770.0,14311.0,14973.0,14863.0,14489.0,14086.0,6002.0,1201.0,1096.0,607.0,1409.0,1003.0
5450,49,66.0,59.0,16.0,16.0,16.0,53.0,59.0,16.0,16.0,16.0,53.0,0.0
5451,31,951.0,996.0,1004.0,976.0,1012.0,1030.0,72.0,36.0,0.0,52.0,40.0,40.0
5452,36,100.0,90.0,244.0,100.0,108.0,0.0,90.0,270.0,100.0,108.0,0.0,0.0
5453,53,1967.0,1978.0,1458.0,992.0,999.0,1146.0,80.0,100.0,40.0,60.0,1158.0,48.0
5454,31,1385.0,1430.0,1601.0,1631.0,1599.0,1785.0,80.0,208.0,68.0,0.0,220.0,0.0
5455,28,2829.0,2881.0,2889.0,2831.0,2501.0,2857.0,120.0,88.0,0.0,120.0,400.0,400.0
5456,29,7516.0,7639.0,7825.0,5051.0,5148.0,5240.0,320.0,320.0,200.0,200.0,200.0,200.0
5457,28,4438.0,4257.0,4050.0,1955.0,1139.0,155.0,0.0,0.0,0.0,64.0,155.0,2.0
5458,38,863.0,838.0,887.0,495.0,-1.0,-1.0,0.0,84.0,8.0,0.0,0.0,0.0
5459,53,1817.0,2741.0,1897.0,1952.0,7748.0,3224.0,2741.0,1897.0,1954.0,7748.0,3224.0,447.0
5460,39,33.0,-6.0,21.0,2.0,24.0,406.0,0.0,27.0,0.0,28.0,408.0,208.0
5461,48,8424.0,8272.0,8152.0,6684.0,6541.0,6502.0,300.0,366.0,239.0,234.0,247.0,242.0
5462,32,4897.0,4920.0,4918.0,4948.0,4824.0,4907.0,238.0,240.0,180.0,180.0,182.0,180.0
5463,25,179.0,230.0,220.0,250.0,306.0,341.0,60.0,0.0,40.0,60.0,40.0,32.0
5464,25,0.0,0.0,0.0,36.0,0.0,23.0,0.0,0.0,36.0,0.0,23.0,80.0
5465,34,0.0,296.0,-24.0,-24.0,-24.0,-24.0,296.0,0.0,0.0,0.0,0.0,0.0
5466,37,3262.0,2254.0,1183.0,1154.0,1179.0,1148.0,0.0,140.0,0.0,41.0,60.0,80.0
5467,43,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5468,33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,38.0
5469,30,45.0,44.0,30.0,30.0,36.0,30.0,44.0,0.0,30.0,36.0,30.0,30.0
5470,27,962.0,2722.0,2500.0,2445.0,2364.0,2326.0,2000.0,120.0,160.0,200.0,160.0,80.0
5471,25,106.0,125.0,60.0,0.0,0.0,0.0,48.0,60.0,0.0,0.0,0.0,65.0
5472,55,742.0,814.0,790.0,765.0,822.0,803.0,96.0,0.0,0.0,70.0,0.0,24.0
5473,37,1374.0,1403.0,1294.0,1263.0,2051.0,2144.0,52.0,80.0,80.0,1200.0,120.0,80.0
5474,36,6817.0,6954.0,6779.0,7087.0,6442.0,6534.0,304.0,0.0,480.0,0.0,273.0,207.0
5475,40,1187.0,1228.0,1269.0,1294.0,1321.0,1357.0,61.0,61.0,46.0,48.0,58.0,148.0
5476,48,183.0,174.0,215.0,219.0,230.0,280.0,0.0,44.0,8.0,15.0,60.0,0.0
5477,33,3292.0,3360.0,3428.0,3466.0,3531.0,3602.0,130.0,132.0,103.0,100.0,101.0,104.0
5478,37,8024.0,8112.0,7657.0,3254.0,2675.0,2669.0,333.0,274.0,120.0,94.0,96.0,94.0
5479,35,3348.0,1987.0,1968.0,1511.0,1413.0,297.0,121.0,203.0,121.0,286.0,81.0,570.0
5480,31,3254.0,2797.0,2862.0,2902.0,2162.0,2205.0,125.0,136.0,120.0,80.0,79.0,82.0
5481,39,495.0,2331.0,1637.0,962.0,1034.0,3117.0,2138.0,806.0,567.0,673.0,3131.0,627.0
5482,27,291.0,86.0,31.0,0.0,0.0,0.0,40.0,31.0,0.0,0.0,0.0,0.0
5483,21,800.0,67.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0
5484,29,82.0,455.0,66.0,76.0,147.0,35.0,455.0,67.0,76.0,148.0,35.0,70.0
5485,28,12.0,12.0,12.0,12.0,52.0,46.0,0.0,0.0,0.0,40.0,6.0,0.0
5486,47,1344.0,1381.0,1362.0,1329.0,1338.0,221.0,83.0,48.0,0.0,33.0,15.0,200.0
5487,33,1091.0,1030.0,1100.0,1079.0,1077.0,1022.0,0.0,120.0,40.0,52.0,0.0,40.0
5488,23,16.0,16.0,16.0,57.0,52.0,22.0,16.0,16.0,57.0,52.0,22.0,22.0
5489,32,7218.0,6874.0,6933.0,6158.0,5768.0,5727.0,332.0,400.0,240.0,240.0,240.0,180.0
5490,41,10202.0,9884.0,9692.0,9544.0,9548.0,9514.0,360.0,340.0,436.0,344.0,347.0,328.0
5491,23,3849.0,1795.0,51.0,35.0,16.0,16.0,42.0,51.0,0.0,0.0,16.0,0.0
5492,28,0.0,0.0,14.0,87.0,87.0,0.0,0.0,14.0,113.0,13.0,13.0,13.0
5493,24,984.0,747.0,743.0,725.0,647.0,517.0,56.0,60.0,52.0,146.0,13.0,20.0
5494,34,8519.0,12518.0,14937.0,9317.0,9135.0,9407.0,9480.0,6000.0,400.0,6000.0,423.0,293.0
5495,36,427.0,441.0,232.0,145.0,222.0,212.0,94.0,0.0,20.0,80.0,0.0,40.0
5496,48,11400.0,10991.0,9000.0,665.0,600.0,1886.0,400.0,1000.0,665.0,600.0,1886.0,84.0
5497,49,426.0,487.0,566.0,545.0,608.0,677.0,80.0,100.0,0.0,80.0,80.0,80.0
5498,66,5241.0,5421.0,5908.0,5967.0,6077.0,5515.0,264.0,648.0,208.0,204.0,0.0,212.0
5499,39,1937.0,621.0,4493.0,4592.0,5264.0,5212.0,80.0,3899.0,160.0,800.0,1267.0,262.0
5500,44,6447.0,6683.0,6832.0,6991.0,6507.0,6678.0,400.0,320.0,280.0,240.0,280.0,400.0
5501,55,0.0,7.0,98.0,-6.0,45.0,31.0,7.0,98.0,6.0,73.0,0.0,20.0
5502,34,895.0,938.0,807.0,810.0,831.0,951.0,60.0,60.0,40.0,40.0,140.0,40.0
5503,31,576.0,175.0,601.0,169.0,237.0,6.0,175.0,601.0,169.0,244.0,0.0,536.0
5504,42,2901.0,0.0,251.0,138.0,246.0,0.0,0.0,251.0,138.0,246.0,0.0,575.0
5505,37,800.0,824.0,850.0,764.0,784.0,771.0,68.0,64.0,48.0,40.0,36.0,40.0
5506,25,1258.0,1054.0,802.0,434.0,168.0,0.0,72.0,65.0,0.0,0.0,0.0,0.0
5507,36,3506.0,3614.0,3690.0,3733.0,3806.0,3911.0,200.0,172.0,140.0,140.0,168.0,180.0
5508,39,2347.0,2234.0,2214.0,1585.0,1619.0,1732.0,274.0,80.0,60.0,60.0,140.0,80.0
5509,49,8686.0,8737.0,8649.0,7254.0,7247.0,7193.0,314.0,317.0,248.0,261.0,261.0,245.0
5510,30,60.0,100.0,210.0,40.0,100.0,156.0,100.0,211.0,40.0,100.0,156.0,208.0
5511,36,1110.0,986.0,2041.0,1096.0,1073.0,1145.0,60.0,60.0,168.0,0.0,90.0,0.0
5512,69,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5513,27,202.0,0.0,155.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,34.0
5514,40,2745.0,268.0,438.0,349.0,191.0,112.0,294.0,400.0,350.0,191.0,0.0,240.0
5515,56,684.0,704.0,621.0,592.0,547.0,651.0,120.0,120.0,140.0,140.0,280.0,285.0
5516,29,5060.0,4398.0,4202.0,2726.0,2696.0,2471.0,240.0,240.0,200.0,100.0,120.0,120.0
5517,31,4620.0,4944.0,5634.0,6285.0,5046.0,4621.0,400.0,800.0,806.0,3.0,204.0,203.0
5518,29,1376.0,1078.0,1054.0,1077.0,1114.0,1175.0,60.0,57.0,40.0,80.0,80.0,42.0
5519,47,190.0,129.0,79.0,0.0,0.0,0.0,40.0,79.0,0.0,0.0,0.0,0.0
5520,39,1079.0,841.0,751.0,766.0,769.0,761.0,53.0,52.0,27.0,27.0,28.0,28.0
5521,25,791.0,838.0,891.0,904.0,923.0,946.0,60.0,67.0,40.0,40.0,38.0,30.0
5522,22,1255.0,1257.0,1238.0,991.0,1038.0,1083.0,240.0,45.0,52.0,120.0,100.0,48.0
5523,33,157.0,237.0,1567.0,187.0,289.0,1430.0,238.0,1575.0,188.0,290.0,1437.0,230.0
5524,27,262.0,197.0,80.0,0.0,0.0,174.0,197.0,80.0,0.0,0.0,174.0,0.0
5525,40,3767.0,2923.0,2500.0,1480.0,1212.0,1057.0,140.0,94.0,200.0,120.0,80.0,400.0
5526,33,712.0,941.0,1126.0,1308.0,1449.0,1626.0,240.0,200.0,200.0,160.0,200.0,355.0
5527,52,1156.0,1202.0,1192.0,739.0,489.0,0.0,80.0,41.0,49.0,42.0,0.0,0.0
5528,30,270.0,2585.0,1886.0,1101.0,1066.0,1081.0,2585.0,120.0,0.0,38.0,57.0,40.0
5529,39,4638.0,4023.0,431.0,431.0,42.0,0.0,400.0,40.0,0.0,42.0,0.0,0.0
5530,27,2105.0,1110.0,1152.0,1163.0,1205.0,358.0,127.0,65.0,36.0,55.0,31.0,34.0
5531,25,0.0,0.0,90.0,90.0,20.0,307.0,0.0,90.0,0.0,24.0,372.0,255.0
5532,33,4708.0,4952.0,5011.0,5068.0,5374.0,4343.0,320.0,200.0,200.0,400.0,200.0,200.0
5533,35,7396.0,4748.0,3904.0,3042.0,2160.0,1272.0,167.0,136.0,104.0,68.0,45.0,66.0
5534,29,79.0,101.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
5535,41,1228.0,1276.0,1312.0,1132.0,1062.0,986.0,200.0,200.0,200.0,80.0,200.0,120.0
5536,24,232.0,286.0,315.0,344.0,412.0,400.0,64.0,40.0,40.0,80.0,0.0,60.0
5537,29,1865.0,2647.0,3243.0,3012.0,3091.0,2563.0,1206.0,1604.0,401.0,203.0,73.0,192.0
5538,48,118.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,31.0
5539,34,1334.0,3634.0,1696.0,770.0,1390.0,859.0,3636.0,1696.0,770.0,1390.0,859.0,1142.0
5540,23,689.0,704.0,710.0,687.0,749.0,751.0,52.0,87.0,0.0,73.0,40.0,27.0
5541,29,898.0,872.0,925.0,977.0,1074.0,1170.0,0.0,68.0,80.0,120.0,120.0,200.0
5542,30,4422.0,4555.0,4609.0,4677.0,4504.0,3838.0,264.0,188.0,204.0,0.0,168.0,120.0
5543,24,0.0,33.0,17.0,17.0,17.0,17.0,50.0,17.0,17.0,17.0,17.0,17.0
5544,27,0.0,0.0,253.0,258.0,25.0,20.0,0.0,253.0,5.0,25.0,20.0,0.0
5545,60,1093.0,1087.0,1140.0,1124.0,1147.0,0.0,80.0,80.0,0.0,23.0,0.0,0.0
5546,24,891.0,947.0,969.0,916.0,133.0,136.0,70.0,52.0,20.0,3.0,3.0,0.0
5547,35,106.0,81.0,73.0,73.0,73.0,48.0,81.0,73.0,73.0,73.0,48.0,83.0
5548,26,6574.0,6570.0,6325.0,2495.0,30.0,-1829.0,280.0,205.0,80.0,30.0,201.0,2193.0
5549,22,2002.0,3938.0,1948.0,791.0,797.0,769.0,40.0,80.0,36.0,36.0,40.0,40.0
